130,130,130,130,130,130,310,300,300,310,130,130,130,130,130,130,
130,130,130,130,130,130,310,300,300,310,130,130,130,130,130,130,
130,130,130,130,130,130,310,300,300,310,130,130,130,130,130,130,
130,130,130,130,130,130,310,300,300,310,130,130,130,130,130,130,
130,130,130,130,310,310,310,300,300,310,310,310,130,130,130,130,
130,130,130,130,310,300,300,300,300,300,300,310,130,130,130,130,
130,130,130,130,310,300,360,300,300,300,350,310,130,130,130,130,
130,130,130,130,380,300,300,300,300,300,340,310,130,130,130,130,
130,130,130,130,380,300,300,300,300,300,370,310,130,130,130,130,
130,130,130,130,310,300,300,300,320,300,300,310,130,130,130,130,
130,130,130,130,310,330,300,300,300,300,300,310,130,130,130,130,
130,130,130,130,310,310,310,310,310,310,310,310,130,130,130,130,
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,
130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,
