130,130,130,130,130,130,400,390,390,400,130,130,130,130,130,130,
130,130,130,130,130,130,400,390,390,400,130,130,130,130,130,130,
130,130,130,130,130,130,400,390,390,400,130,130,130,130,130,130,
130,130,130,130,130,130,400,390,390,400,130,130,130,130,130,130,
130,130,130,130,130,400,400,390,390,400,400,130,130,130,130,130,
130,130,130,130,130,400,410,390,390,410,400,130,130,130,130,130,
130,130,130,130,130,400,390,390,390,390,400,130,130,130,130,130,
130,130,130,130,130,400,390,52,52,390,400,130,130,130,130,130,
130,130,130,130,130,400,390,52,52,390,400,130,130,130,130,130,
130,130,130,130,130,400,390,390,390,390,400,130,130,130,130,130,
130,130,130,130,130,400,410,390,390,410,400,130,130,130,130,130,
130,130,130,130,130,400,400,390,390,400,400,130,130,130,130,130,
130,130,130,130,130,130,400,390,390,400,130,130,130,130,130,130,
130,130,130,130,130,130,400,390,390,400,130,130,130,130,130,130,
130,130,130,130,130,130,400,390,390,400,130,130,130,130,130,130,
130,130,130,130,130,130,400,450,450,400,130,130,130,130,130,130,
